D,CODE,T,Offense Description,NC General Statute,Offense Start Date,Offense End Date,CL,Class Start Date,Class End Date,DWI and IC Report,Max Date,(0) Offense Ongoing | (1) Offense Ended | (2) Free Text | (3) No Info Provided,
 ,1373,F,ASSAULT LEO/PO W/FIREARM,14-34.5(A),19971201,99999999,E,19971201,20191130,No,20191130,1,
 ,1373,F,ASSAULT LEO/PO W/FIREARM,14-34.5(A),19971201,99999999,D,20191201,99999999,No,20191201,0,
 ,1374,F,ADLTRT OR MISBRAND TO EXTORT,14-34.4(B),00000000,99999999,C,19941001,99999999,No,19941001,0,
 ,1375,F,ASSAULT NATL GUARD W/FIREARM,14-34.5(A1),20151201,99999999,E,20151201,20231130,No,20231130,1,
 ,1375,F,ASSAULT NATL GUARD W/FIREARM,14-34.5(A1),20151201,99999999,D,20231201,99999999,No,20231201,0,
 ,1376,M,ABUSE/EXPLOIT CH122C PATIENT,122C-66(A),19941001,99999999,1,19941001,20151130,No,20151130,1,
 ,1376,M,ABUSE/EXPLOIT CH122C PATIENT,122C-66(A),19941001,99999999,A1,20151201,99999999,No,20151201,0,
 ,1377,F,EXPLOIT DISABLE/ELDER TRUST,14-112.2(B),20051201,99999999,F/G/H,20051201,99999999,No,20051201,0,
 ,1378,F,EXPLOIT DISABLE/ELDER CAPACITY,14-112.2(C),20051201,99999999,G/H/I,20051201,99999999,No,20051201,0,
 ,1379,F,ASSAULT DETENT EMP W/FIREARM,14-34.5(B),19971201,99999999,E,19971201,20191130,No,20191130,1,
 ,1379,F,ASSAULT DETENT EMP W/FIREARM,14-34.5(B),19971201,99999999,D,20191201,99999999,No,20191201,0,
 ,1380,F,ABUSE DISABLE/ELDER SER INJ,14-32.3(A),19951201,99999999,F,19951201,99999999,No,19951201,0,
 ,1381,F,ABUSE DISABLE/ELDER WITH INJ,14-32.3(A),19951201,99999999,H,19951201,99999999,No,19951201,0,
 ,1382,F,NEGLECT DISABLE/ELDER SER INJ,14-32.3(B),19951201,99999999,G,19951201,99999999,No,19951201,0,
 ,1383,F,NEGLECT DISABLE/ELDER WITH INJ,14-32.3(B),19951201,99999999,I,19951201,99999999,No,19951201,0,
 ,1384,F,EXPLOIT DISABLE/ELDER(F),14-32.3(C),19951201,20051129,H,19951201,99999999,No,20051129,1,
 ,1385,M,EXPLOIT DISABLE/ELDER(M),14-32.3(C),19951201,20051129,1,19951201,99999999,No,20051129,1,
 ,1386,M,ASSAULT ATTEMPT SERIOUS INJ(M),14-33(C)(1),19951201,20071018,1,19951201,99999999,No,20071018,1,
 ,1387,M,ASSAULT INFLICT SERIOUS INJ(M),14-33(C)(1),19951201,99999999,A1,19951201,99999999,No,19951201,0,
 ,1388,M,ASSAULT WITH A DEADLY WEAPON,14-33(C)(1),19951201,99999999,A1,19951201,99999999,No,19951201,0,
 ,1389,M,ASSAULT ON A FEMALE,14-33(C)(2),19951201,99999999,A1,19951201,99999999,No,19951201,0,
 ,1390,M,ASSAULT ON A CHILD UNDER 12,14-33(C)(3),19951201,99999999,A1,19951201,99999999,No,19951201,0,
 ,1391,M,ASSAULT GOVT OFFICIAL/EMPLY,14-33(C)(4),19951201,99999999,A1,19951201,99999999,No,19951201,0,
*,1392,M,ASSAULT SCHOOL BUS PERSONNEL,14-33(C)(5),19951201,19991130,A1,19951201,99999999,No,19991130,1,
 ,1393,F,HABITUAL MISDEMEANOR ASSAULT,14-33.2,19951201,99999999,H,19951201,99999999,No,19951201,0,
 ,1394,F,ASSAULT LEO/PO/OTHER W FIREARM,14-34.5,19951201,20151130,E,19951201,20151130,No,20151130,1,
 ,1395,M,ASSAULT EMERGENCY PRSNL(M),14-34.6(A),19951201,20111130,A1,19951201,20111130,No,20111130,1,
 ,1396,F,ASSAULT EMERG PRSNL IBI/WDW,14-34.6(B),19951201,99999999,I,19951201,20111130,No,20111130,1,
 ,1396,F,ASSAULT EMERG PRSNL IBI/WDW,14-34.6(B),19951201,99999999,H,20111201,20191130,No,20191130,1,
 ,1396,F,ASSAULT EMERG PRSNL IBI/WDW,14-34.6(B),19951201,99999999,G,20191201,20231130,No,20231130,1,
 ,1396,F,ASSAULT EMERG PRSNL IBI/WDW,14-34.6(B),19951201,99999999,F,20231201,99999999,No,20231201,0,
 ,1397,F,ASSAULT EMERG PRSNL FIREARM,14-34.6(C),19951201,99999999,F,19951201,20191130,No,20191130,1,
 ,1397,F,ASSAULT EMERG PRSNL FIREARM,14-34.6(C),19951201,99999999,E,20191201,20231130,No,20231130,1,
 ,1397,F,ASSAULT EMERG PRSNL FIREARM,14-34.6(C),19951201,99999999,D,20231201,99999999,No,20231201,0,
 ,1398,F,ASSAULT LEO/PO/OTHER SER INJRY,14-34.7,19961201,20151130,F,19961201,20151130,No,20151130,1,
 ,1399,Free Text,ASSAULT - FREE TEXT, ,00000000,99999999,??,19941001,20231130,No,20231130,2,
 ,2020,F,ARSON,14-58,00000000,20221130,D/E,19941001,20221130,No,20221130,1,
 ,2021,F,BURNING OF A SCHOOL HOUSE,14-60,00000000,99999999,F,19941001,99999999,No,19941001,0,
 ,2022,F,BURNING BLDG UNDER CONSTRUCT,14-62.1,00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,2023,F,BURNING CERTAIN BUILDINGS,14-62,00000000,99999999,F,19941001,20221130,No,20221130,1,
 ,2024,F,ATTEMPT TO BURN BLDG OR BOAT,14-67,00000000,20020524,Blank, , ,No,20020524,1,
*,2025,F,BURN OCCUPIED BUILDING,14-62,00000000,19931028,F, , ,No,19931028,1,
 ,2026,F,FRAUDULENTLY BURNING DWELLING,14-65,00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,2027,F,FIRST DEGREE ARSON,14-58,00000000,99999999,D,19941001,99999999,No,19941001,0,
 ,2028,F,SECOND DEGREE ARSON,14-58,00000000,99999999,G,19941001,20221130,No,20221130,1,
 ,2028,F,SECOND DEGREE ARSON,14-58,00000000,99999999,E,20221201,99999999,No,20221201,0,
 ,2029,F,BURN CERTAIN PUBLIC BUILDINGS,14-59,19941001,99999999,F,19941001,99999999,No,19941001,0,
 ,2030,F,BURNING PERSONAL PROPERTY,14-66,19810701,99999999,H,19941001,99999999,No,19941001,0,
 ,2031,F,BURN JAIL/PRISON,14-59.1,20221201,99999999,D,20221201,99999999,No,20221201,0,
 ,2032,F,BURN CHURCH/RELIGIOUS BLDG,14-62.2,19960621,99999999,E,19960621,99999999,No,19960621,0,
 ,2033,F,BURN COMM STRUCT-OCCUPIED,14-62.3(B),20221201,99999999,D,20221201,99999999,No,20221201,0,
 ,2034,F,BURN COMM STRUCT-UNOCCUPIED,14-62.3(C),20221201,99999999,E,20221201,99999999,No,20221201,0,
 ,2099,Free Text,ARSON - FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
 ,2110,F,EXTORTION,14-118.4,00000000,99999999,F,19941001,99999999,No,19941001,0,
 ,2112,M,BLACKMAILING,14-118,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,2116,F,UNLAWFUL OBTAINING CREDIT CARD,14-113.13,00000000,20171130,I,19941001,20171130,No,20171130,1,
 ,2151,F,DISCHARGE FIREARM ENCLOSURE,14-34.9,20081201,99999999,E,20081201,99999999,No,20081201,0,
 ,2152,F,PATTERN GANG ACTIVITY,14-50.16(A)(1),20081201,20171130,H,20081201,20171130,No,20171130,1,
 ,2153,F,PATTERN GANG ACTIVITY-LEADER,14-50.16(A)(1),20081201,20171130,F,20081201,20171130,No,20171130,1,
 ,2154,F,GANG ACTIVITY/ACQUIRE PROPERTY,14-50.16(A)(2),20081201,20171130,H,20081201,20171130,No,20171130,1,
 ,2155,F,SOLICIT GANG ACTIVITY,14-50.17(A),20081201,99999999,H,20081201,99999999,No,20081201,0,
 ,2156,F,SOLICIT GANG ACTIVITY-MINOR,14-50.18(A),20081201,99999999,F,20081201,99999999,No,20081201,0,
 ,2157,F,THREAT DETER GANG WITHDRAWAL,14-50.19(A),20081201,20171130,H,20081201,20171130,No,20171130,1,
 ,2158,F,THREAT PUNISH GANG WITHDRAWAL,14-50.20(A),20081201,20171130,H,20081201,20171130,No,20171130,1,
 ,2162,F,THREAT/DMG DETER GANG WITHDR,14-50.19(A),20171201,99999999,G,20171201,99999999,No,20171201,0,
 ,2163,F,INJURE TO DETER GANG WITHDR,14-50.19(A1),20171201,99999999,F,20171201,99999999,No,20171201,0,
 ,2164,F,THREAT/DMG PUNISH GANG WITHDR,14-50.20(A),20171201,99999999,G,20171201,99999999,No,20171201,0,
 ,2165,F,INJURE TO PUNISH GANG WITHDR,14-50.20(A1),20171201,99999999,F,20171201,99999999,No,20171201,0,
 ,2199,Free Text,EXTORT/GANG - FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
 ,2203,F,BREAK/ENTER PHARMACY,14-54.2(B),20191201,99999999,E,20191201,99999999,No,20191201,0,
 ,2205,F,BREAK/ENTER TERRORIZE/INJURE,14-54(A1),20131201,99999999,H,20131201,99999999,No,20131201,0,
 ,2206,F,POSSESSION OF BURGLARY TOOLS,14-55,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,2208,F,ATT BREAK OR ENTER BLDG (F),14-54(A),20020105,99999999,I,20020105,99999999,No,20020105,0,
 ,2209,M,ATT BREAK OR ENTER BLDG (M),14-54(B),20020105,99999999,2,20020105,99999999,No,20020105,0,
*,2210,F,BREAKING/ENTERING AND LARCENY,14-54,00000000,19911230,H, , ,No,19911230,1,
*,2211,F/M,BREAKING/ENTERING AND LARCENY,14-72(B),00000000,19910815,H/1, , ,No,19910815,1,
 ,2212,F,BREAKING AND OR ENTERING (F),14-54(A),00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,2213,F,CONSP B&E BLDG-FELONY/LARCENY,14-54(A),19941001,99999999,I,19941001,99999999,No,19941001,0,
 ,2214,M,BREAKING OR ENTERING (M),14-54(B),00000000,99999999,1,19941001,99999999,No,19941001,0,
*,2215,F,ATTEMPT TO BREAK OR ENTER (F),14-54(A),00000000,19941217,I, , ,No,19941217,1,
 ,2216,F,BREAK OR ENTER A MOTOR VEHICLE,14-56,00000000,20231130,I,19941001,20231130,No,20231130,1,
 ,2217,F,BREAK COIN/CURRENCY MACH (F),14-56.1,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,2218,M,BREAK COIN/CURRENCY MACH (M),14-56.1,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,2219,M,DAMAGE COIN/CURRENCY MACHINE,14-56.2,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,2220,F,BREAK/ENTER RAILROAD CAR,14-56,00000000,20231130,I,19941001,20231130,No,20231130,1,
 ,2221,M,ATTEMPT BREAK/ENTER MOTOR VEH,14-56,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,2222,F,BREAK/ENTER TRAILER/AIRCRAFT,14-56,00000000,20231130,I,19941001,20231130,No,20231130,1,
 ,2223,F,BREAK/ENTER BOAT,14-56,00000000,20231130,I,19941001,20231130,No,20231130,1,
 ,2224,F,BURGLARY WITH EXPLOSIVES,14-57,00000000,99999999,D,19941001,99999999,No,19941001,0,
 ,2225,F,BREAK/ENTER PLACE OF WORSHIP,14-54.1(A),20051201,99999999,G,20051201,99999999,No,20051201,0,
 ,2226,F,FIRST DEGREE BURGLARY,14-51,00000000,99999999,D,19941001,99999999,No,19941001,0,
 ,2227,F,BREAK/ENTER MOTOR VEH,14-56(A),20231201,99999999,I,20231201,99999999,No,20231201,0,
 ,2228,F,SECOND DEGREE BURGLARY,14-51,00000000,99999999,G,19941001,99999999,No,19941001,0,
 ,2229,F,BREAK/ENTER MOTOR VEH W/THEFT,14-56(A2),20231201,99999999,C/F/G/H/I,20231201,99999999,No,20231201,0,
*,2230,M,WRONGFULLY BREAK/ENTER A BLDG,14-54(B),00000000,19920524,1, , ,No,19920524,1,
 ,2231,M,RECONNECT UTILITY - M,14-151(A)(9),20131201,99999999,1,20131201,99999999,No,20131201,0,
*,2232,M,ATTEMPT TO BREAK AND ENTER (M),14-54(A),00000000,19950123,2, , ,No,19950123,1,
 ,2233,F,BREAK/ENTER MOTOR VEH/LAW ENF,14-56(A2)(1),20231201,99999999,H,20231201,99999999,No,20231201,0,
 ,2234,F,RECONNECT UTILITY 2ND/SUB OFF,14-151(A)(9),20131201,99999999,H,20131201,99999999,No,20131201,0,
 ,2235,F,RECONNECT UTILITY CAUSE DEATH,14-151(A)(9),20131201,99999999,D,20131201,99999999,No,20131201,0,
 ,2236,F,RECONNECT UTILITY SIG PROP DAM,14-151(A)(9),20131201,99999999,F,20131201,99999999,No,20131201,0,
 ,2240,F,ATTEMPT FIRST DEGREE BURGLARY,14-51,00000000,99999999,E,19941001,99999999,No,19941001,0,
 ,2299,Free Text,BURGLARY - FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
 ,2300,F,ORG RETAIL THEFT,14-86.6(A)(1),20221201,99999999,C/F/G/H,20221201,99999999,No,20221201,0,
 ,2301,F,FELONY CONVERSION,14-168.1,00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,2302,M,MISDEMEANOR CONVERSION,14-168.1,00000000,99999999,1,19941001,20131130,No,20131130,1,
 ,2302,M,MISDEMEANOR CONVERSION,14-168.1,00000000,99999999,3,20131201,99999999,No,20131201,0,
 ,2303,F,RECV/POSS STOLEN CS/PHARMACY,14-54.2(C),20191201,99999999,F,20191201,99999999,No,20191201,0,
 ,2304,F,ORG RETAIL THEFT >20000/LEADER,14-86.6(A1),20171201,20221130,G,20171201,20221130,No,20221130,1,
 ,2305,F,ORG RETAIL THEFT-RECV/POSS,14-86.6(A)(2),20221201,99999999,C/F/G/H,20221201,99999999,No,20221201,0,
 ,2306,F,ORG RETAIL THEFT-LEADER,14-86.6(A)(3),20221201,99999999,C/F/G/H,20221201,99999999,No,20221201,0,
 ,2307,F,BREAK OR ENTER LAW ENF VEH,14-56(A1),20211201,20231130,H,20211201,20231130,No,20231130,1,
 ,2308,F,LARCENY OF LAW ENF EQUIPMENT,14-72.9(B),20211201,99999999,H,20211201,99999999,No,20211201,0,
 ,2309,F,LARCENY LAW ENF EQUIP >$1000,14-72.9(C),20211201,99999999,H,20211201,99999999,No,20211201,0,
 ,2310,F,LARC MERCHANT EMERGENCY DOOR,14-72.11(1),20071201,99999999,H,20071201,99999999,No,20071201,0,
 ,2311,F,LARC MERCHANT PROD CODE FRAUD,14-72.11(3),20071201,20241130,H,20071201,20241130,No,20241130,1,
 ,2312,M,ORG RETAIL THEFT-PROP DMG,14-86.7(A),20221201,99999999,A1,20221201,99999999,No,20221201,0,
 ,2313,F,LARC MERCHANT EXCH STOLEN PROP,14-72.11(5),20171201,99999999,H,20171201,99999999,No,20171201,0,
 ,2314,F,ORG RETAIL THEFT >1500/RECV,14-86.6(A),20071201,20221130,H,20071201,20221130,No,20221130,1,
 ,2315,M,ORG RETAIL THEFT-ASSAULT,14-86.7(B),20221201,99999999,A1,20221201,99999999,No,20221201,0,
 ,2316,F,HABITUAL LARCENY,14-72(B)(6),20121201,99999999,H,20121201,99999999,No,20121201,0,
 ,2317,F,LAR REMOVE/DEST/DEACT COMPO,14-72.11(2),20071201,99999999,H,20071201,99999999,No,20071201,0,
 ,2318,M,AID & ABET LARCENY (M),14-72(A),20020105,99999999,1,20020105,99999999,No,20020105,0,
 ,2319,F,AID & ABET LARCENY (F),14-72(A),20020105,99999999,H,20020105,99999999,No,20020105,0,
*,2320,F/M,FEL LARCENY - >$400,14-72(A),00000000,19911001,H/1, , ,No,19911001,1,
 ,2321,F,FELONY LARCENY,14-72(A),00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,2322,M,MISDEMEANOR LARCENY,14-72(A),00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,2323,F,AID AND ABET ARMED ROBBERY,14-87,00000000,99999999,D,19941001,99999999,No,19941001,0,
*,2324,F,LARCENY BY TRICK,14-72,00000000,19910408,H, , ,No,19910408,1,
 ,2325,F,LARCENY OF A FIREARM,14-72(B),00000000,99999999,H,19941001,99999999,No,19941001,0,
*,2326,M,LARCENY BY TRICK,14-72(A),00000000,19940606,1, , ,No,19940606,1,
 ,2327,F,ATTEMPTED LARCENY (F),14-72,20020105,99999999,I,20020105,99999999,No,20020105,0,
*,2328,M,LARCENY - REMARKING GOODS,14-72.1(D),00000000,19940606,H, , ,No,19940606,1,
 ,2329,F,ORGANIZED RETAIL THEFT,14-86.6(A),20071201,20171130,H,20071201,20171130,No,20171130,1,
 ,2330,M,LARCENY BY CHANGING PRICE TAG,14-72.1(D),00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,2331,F,LARCENY OF CHOSE IN ACTION,14-75,00000000,99999999,H,19941001,99999999,No,19941001,0,
*,2332,M,LARCENY - TAG TRANSFER,14-72.1(D),00000000,19940606,H, , ,No,19940606,1,
 ,2333,F,LARCENY BY ANTI-INVNTRY DEVICE,14-72.1(D1),19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,2334,F,LARCENY BY EMPLOYEE,14-74,00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,2335,F,"LARCENY BY EMPL >=$100,000",14-74,19971201,99999999,C,19971201,99999999,No,19971201,0,
 ,2336,F,LARCENY FROM THE PERSON,14-72(B)(1),00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,2337,F,POSSESS STOLEN FIREARM,14-71.1,20020105,99999999,H,20020105,99999999,No,20020105,0,
*,2338,F,POSSESS STOLEN MOTOR VEHICLE,14-77.1,20020105,20020405,H,20020105,99999999,No,20020405,1,
 ,2339,M,RECEIVE STOLEN GOODS/PROP (M),14-71,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,2340,F,RECEIVE STOLEN GOODS/PROP (F),14-71,00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,2341,F,POSS STOLEN GOODS/PROP (F),14-71.1,00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,2342,M,SHOPLIFTING CONCEALMENT GOODS,14-72.1(A),00000000,99999999,3/2/1,19941001,99999999,No,19941001,0,
 ,2343,M,POSS STOLEN GOODS/PROP (M),14-71.1,00000000,99999999,1,19941001,99999999,No,19941001,0,
*,2344,M,"LARCENY OF HORSE, SWINE, ETC.",14-81,00000000,19910408,H, , ,No,19910408,1,
 ,2345,F,LARCENY OF HORSE/SWINE/CATTLE,14-81(A),00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,2346,M,LARCENY OF PUBLIC RECORD,14-76,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,2347,F,POSS/RCV STOLEN PROP CERT FEL,14-72(C),20091201,99999999,H,20091201,99999999,No,20091201,0,
 ,2348,F,LARCENY OF SECRET PROCESS,14-75.1,00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,2349,F,LARCENY MOTOR VEHICLE PARTS,14-72.8,20091201,99999999,I,20091201,99999999,No,20091201,0,
 ,2350,M,LARCENY OF WILL,14-77,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,2351,M,TAKE HORSE/MULE/DOG TEMP PURP,14-82,00000000,99999999,2,19941001,99999999,No,19941001,0,
*,2352,M,LARCENY OF DOG,14-84,00000000,19910408,I, , ,No,19910408,1,
 ,2353,M,ATTEMPTED LARCENY (M),14-72,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,2354,M,THEFT OF CABLE TV SERVICE,14-118.5,00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,2355,F,LARC MERCHANT CREATE PROD CODE,14-72.11(6),20241201,99999999,H,20241201,99999999,No,20241201,0,
 ,2356,F,LARCENY AFTER BREAK/ENTER,14-72(B)(2),00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,2357,F,LARC MERCHANT AFFIX PROD CODE,14-72.11(7),20241201,99999999,H,20241201,99999999,No,20241201,0,
 ,2358,M,UNAUTH TAKE/SALE DAIRY CASE,14-72.4(A),00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,2359,F,LARC MERCHANT REPLAC PROD CODE,14-72.11(8),20241201,99999999,H,20241201,99999999,No,20241201,0,
 ,2360,F,LARCENY OF DOG,14-81(A1),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,2361,F,LARCENY FROM CONSTRUCTION SITE,14-72.6(A)(1),20051201,99999999,I,20051201,99999999,No,20051201,0,
 ,2362,F,POS/REC STOLEN PROP CONST SITE,14-72.6(A)(2),20051201,99999999,I,20051201,99999999,No,20051201,0,
 ,2363,F,LARCENY OF PINE STRAW,14-79.1,19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,2364,F,LARCENY DEFEAT ANTI-THEFT DEV,14-72.11(2),20071201,20160315,H,20071201,20160315,No,20160315,1,
 ,2365,F,CONSPIRE COMMIT FEL LARCENY,14-72(A),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,2385,F,ALTER/DEST/ETC STOLEN MV/PART,14-72.7(A),20131201,99999999,G,20131201,99999999,No,20131201,0,
 ,2386,F,PERMIT PLACE USED CHOP SHOP,14-72.7(A)(2),20131201,99999999,G,20131201,99999999,No,20131201,0,
 ,2387,F,PUR/SELL/ETC MV/PART ALT ID,14-72.7(A)(3),20131201,99999999,G,20131201,99999999,No,20131201,0,
 ,2388,F,PURCH/DISP/ETC MV/PART CHOP SH,14-72.7(A)(4),20131201,99999999,G,20131201,99999999,No,20131201,0,
 ,2390,M,UNAUTHORIZED USE OF MOTOR VEH,14-72.2,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,2391,F,LARCENY OF MOTOR VEHICLE (F),14-72(A),00000000,99999999,H,19941001,99999999,No,19941001,0,
 ,2392,M,LARCENY OF MOTOR VEHICLE (M),14-72(A),00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,2393,M,LARCENY OF MOTOR FUEL,14-72.5,20011201,99999999,1,20011201,99999999,No,20011201,0,
 ,2399,Free Text,LARCENY - FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
*,2404,M,UNAUTHORIZED USE OF MOTOR VEH,14-72.2,00000000,19940606,1, , ,No,19940606,1,
*,2406,F,LARCENY OF MOTOR VEHICLE,14-72(A),00000000,19940606,Blank, , ,No,19940606,1,
*,2408,M,LARCENY OF MOTOR VEHICLE,14-72(A),00000000,19940606,Blank, , ,No,19940606,1,
*,2499,Free Text,STOLEN VEHICLE - FREE TEXT, ,00000000,19940606,??, , ,No,19940606,2,
 ,2503,F,COUNTERFEITING COIN,14-13,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,2505,F,UTTERING COUNTERFEIT COIN,14-13,00000000,99999999,I,19941001,99999999,No,19941001,0,
*,2508,M,POSSESS COUNTERFEITING TOOLS,14-14,00000000,19941003,I,19941001,19941003,No,19941003,1,
 ,2509,F,POSS 5+ COUNTERFEIT INSTRUMENT,14-119(B),20021201,99999999,G,20021201,99999999,No,20021201,0,
 ,2510,M,COMMON LAW FORGERY (M),COMMON LAW,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,2511,F,COMMON LAW FORGERY (F),COMMON LAW,20020105,99999999,H,20020105,99999999,No,20020105,0,
 ,2512,F,COMMON LAW UTTERING (F),COMMON LAW,20020105,99999999,H,20020105,99999999,No,20020105,0,
 ,2513,M,COMMON LAW UTTERING (M),COMMON LAW,20020105,99999999,1,20020105,99999999,No,20020105,0,
 ,2514,F,AID & ABET FORGERY,14-119(A),20040618,99999999,I,20040618,99999999,No,20040618,0,
 ,2520,F,FORGERY OF INSTRUMENT,14-119(A),00000000,99999999,I,19941001,99999999,No,19941001,0,
*,2522,F,FORGERY AND UTTERING,14-119,00000000,19930828,I, , ,No,19930828,1,
 ,2524,F,UTTERING FORGED INSTRUMENT,14-120,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,2525,M,ATTEMPTED UTTERING,14-120,20020105,20150930,1,20020105,20150930,No,20150930,1,
*,2526,F,ATTEMPTED UTTERING,14-120,00000000,19910408,I, , ,No,19910408,1,
 ,2527,F,UTTERING FORGED ENDORSEMENT,14-120,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,2528,F,FORGERY OF ENDORSEMENT,14-120,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,2529,F,ATTEMPTED UTTERING,14-120,20151001,99999999,I,20151001,99999999,No,20151001,0,
 ,2540,F,FORGERY OF DEEDS OR WILLS,14-122,00000000,99999999,H,19941001,99999999,No,19941001,0,
*,2542,F,FORGERY,COMMON LAW,00000000,19940606,H, , ,No,19940606,1,
 ,2599,Free Text,FORGERY - FREE TEXT, ,00000000,99999999,??,19941001,99999999,No,19941001,2,
 ,2601,F,BUY/SELL/DISTRIB FOOD STAMPS,108A-53.1(A),19971201,99999999,H,19971201,99999999,No,19971201,0,
 ,2602,M,ILLEG POSS/USE FOOD STAMPS(M),108A-53.1(B),19971201,99999999,A1/1,19971201,99999999,No,19971201,0,
 ,2603,F,INSURANCE FRAUD,58-2-161,00000000,20231130,I,19941001,19950930,No,20231130,1,
 ,2603,F,INSURANCE FRAUD,58-2-161,00000000,20231130,H,19951001,20231130,No,20231130,1,
 ,2604,F,ILLEG POSS/USE FOOD STAMPS(F),108A-53.1(B),19971201,99999999,H/I,19971201,99999999,No,19971201,0,
 ,2605,M,FINANCIAL CARD FRAUD (M),14-113.13,00000000,99999999,2,19941001,99999999,No,19941001,0,
*,2606,M,WORTHLESS CHECK,14-107,00000000,19910429,1, , ,No,19910429,1,
*,2607,M,ESC LAW FRAUD VIOL,96-18(B),00000000,19920203,1, , ,No,19920203,1,
*,2608,M,GIVING FALSE INFO TO ESC,96-18,00000000,19920203,1, , ,No,19920203,1,
*,2609,M,NO REPORT TO ESC,96-18(B),00000000,19920203,1, , ,No,19920203,1,
 ,2610,M,WORTHLESS CHECK NO ACCOUNT,14-107(D)(3),00000000,99999999,1,19941001,99999999,No,19941001,0,
*,2611,M,OBTAIN PROPERTY WORTHLESS CHK,14-106,00000000,19940219,3, , ,No,19940219,1,
 ,2612,F,FINANCIAL CARD THEFT,14-113.9,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,2613,M,FOOD STAMP FRAUD (M),108A-53,00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,2614,F,FINANCIAL CARD FORGERY,14-113.11,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,2615,F,FOOD STAMP FRAUD (F),108A-53,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,2616,F,FINANCIAL CARD FRAUD (F),14-113.13,00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,2617,M,PUBLIC ASSISTANCE FRAUD (M),108A-39(A),00000000,99999999,1,19941001,99999999,No,19941001,0,
 ,2618,M,DEFRAUDING INNKEEPER,14-110,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,2619,F,PUBLIC ASSISTANCE FRAUD (F),108A-39(B),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,2620,M,HIRING WITH INTENT TO DEFRAUD,14-168,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,2621,F,MEDICAL PROVIDER FRAUD,108A-63(C),00000000,99999999,I,19941001,99999999,No,19941001,0,
 ,2622,M,INTERFERE WITH UTILITY METER,14-151.1,00000000,20131130,1,19941001,20131130,No,20131130,1,
 ,2623,M,UNLAWFUL TELEPHONE TAP,14-155,00000000,99999999,3,19941001,99999999,No,19941001,0,
 ,2624,M,DIVERTING UTILITY USE,14-151,00000000,20131130,2,19941001,20131130,No,20131130,1,
 ,2625,M,FALSE TELEPHONE CREDIT,14-113.1,00000000,99999999,2,19941001,99999999,No,19941001,0,
 ,2626,M,FAIL TO WORK AFTER PAID,14-104,00000000,99999999,2,19941001,99999999,No,19941001,0,
*,2627,M,CREDIT VIO W/O AUTH OF ISSUEE,14-113.1,00000000,19940606,Blank, , ,No,19940606,1,
